overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,monthly active editors,monthly active administrators,majority mobile editors,monthly new active editors,second month new editor retention,monthly nonbot edits,bot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,monthly structured discussions messages,content pages,cumulative content edits,edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
650,4099.5000,0.3005,19439.0000,0.1397,0.0000,1144.0465,3.5833,0.3333,0.5833,0.0000,0.0000,0.0000,14.7500,0.0000,0.0847,0.0000,0.1638,0.0452,0.6468,0.0000,21823,71612,3.2815,left-to-right,zh_min_nanwiktionary,wiktionary,zh-min-nan,Chinese (Min Nan),zh-min-nan.wiktionary.org,Min Nan Wiktionary
651,7880.5833,0.0838,36079.5833,0.0528,0.0000,3637.1923,2.1667,0.1667,0.3333,0.0625,0.0000,0.0000,8.5000,0.7871,0.1275,0.0000,0.0490,0.0196,0.6355,0.0000,3066,19304,6.2962,left-to-right,elwikinews,wikinews,el,Greek,el.wikinews.org,Greek Wikinews
652,2560.0000,0.0896,11239.9167,0.0783,0.0000,1097.1429,2.3333,0.5000,0.3333,0.0000,0.0000,0.0000,71.2500,0.0000,0.0000,0.0000,0.0105,0.0035,0.8748,0.0000,2072,5560,2.6834,left-to-right,fowiktionary,wiktionary,fo,Faroese,fo.wiktionary.org,Faroese Wiktionary
653,7631.4167,0.0563,60153.9167,0.0397,0.0000,2543.8056,3.0000,0.1667,0.3333,0.0476,0.0833,0.0000,12.2500,0.0000,0.0544,0.0068,0.0204,0.0068,0.6620,0.0000,14012,56985,4.0669,left-to-right,fywiktionary,wiktionary,fy,Western Frisian,fy.wiktionary.org,Western Frisian Wiktionary
654,7464.0833,0.7394,15161.4167,0.5683,0.0000,1990.4222,3.7500,0.1667,1.3333,0.0000,0.0833,0.0000,9.0833,0.0000,0.0459,0.0367,0.0826,0.0642,0.5869,0.0000,12,406,33.8333,left-to-right,kywikibooks,wikibooks,ky,Kyrgyz,ky.wikibooks.org,Kyrgyz Wikibooks
655,7449.5833,0.6233,17469.8333,0.5053,0.0000,3082.5862,2.4167,0.1667,0.4167,0.1000,0.0833,0.0000,12.3333,0.0000,0.0541,0.0068,0.0878,0.0608,0.6654,0.0000,75,2040,27.2000,left-to-right,newikibooks,wikibooks,ne,Nepali,ne.wikibooks.org,Nepali Wikibooks
656,2951.0833,0.2665,10874.9167,0.2231,0.0000,1770.6500,1.6667,0.4167,0.1667,0.3636,0.0000,0.0000,5.5000,0.0000,0.5606,0.0455,0.0909,0.0000,0.5227,0.0000,9280,17673,1.9044,right-to-left,pnbwiktionary,wiktionary,pnb,Western Punjabi,pnb.wiktionary.org,Western Punjabi Wiktionary
657,14663.8333,0.2004,37054.7500,0.1649,0.0000,1691.9808,8.6667,0.0833,3.2500,0.2386,0.0833,0.0000,18.5833,0.0000,0.1883,0.0000,0.1973,0.1390,0.5476,0.0000,650,12630,19.4308,left-to-right,svwikiversity,wikiversity,sv,Swedish,sv.wikiversity.org,Swedish Wikiversity
658,6523.2500,0.0856,19247.9167,0.0730,0.0000,2899.2222,2.2500,0.1667,0.5833,0.0556,0.0000,0.0000,8.7500,0.0187,0.0095,0.0000,0.1048,0.0000,0.6025,0.0000,7021,33681,4.7972,left-to-right,nahwiktionary,wiktionary,nah,Nahuatl,nah.wiktionary.org,Nāhuatl Wiktionary
659,6428.5833,0.0865,27641.6667,0.0493,0.0000,876.6250,7.3333,0.1667,3.3333,0.0274,0.0000,0.0000,25.3333,0.0000,0.1151,0.0000,0.1053,0.0000,0.6922,0.0000,293,3334,11.3788,left-to-right,chrwiktionary,wiktionary,chr,Cherokee,chr.wiktionary.org,Cherokee Wiktionary
660,3127.1667,0.1013,11805.6667,0.0894,0.0000,2207.4118,1.4167,0.3333,0.1667,0.0000,0.0000,0.0000,10.0833,0.0000,0.0000,0.0000,0.0413,0.0083,0.6536,0.0000,2054,25497,12.4133,left-to-right,ttwiktionary,wiktionary,tt,Tatar,tt.wiktionary.org,Tatar Wiktionary
661,6127.3333,0.4175,20352.5833,0.4088,0.0000,4084.8889,1.5000,0.1667,0.2500,0.0000,0.0000,0.0000,10.3333,0.0000,0.0484,0.0000,0.0887,0.0081,0.6328,0.0000,271,1445,5.3321,left-to-right,ttwikibooks,wikibooks,tt,Tatar,tt.wikibooks.org,Tatar Wikibooks
662,6032.2500,0.3965,18000.4167,0.3399,0.0000,5170.5000,1.1667,0.1667,0.1667,0.0909,0.1667,0.0000,8.0833,0.0000,0.0103,0.0103,0.0206,0.0000,0.6521,0.0000,842,2560,3.0404,left-to-right,sawikibooks,wikibooks,sa,Sanskrit,sa.wikibooks.org,Sanskrit Wikibooks
663,3007.1667,0.0670,10617.5000,0.0733,0.0000,1899.2632,1.5833,0.3333,0.9167,0.0714,0.1667,0.0000,17.0833,0.0000,0.0732,0.0000,0.0732,0.0732,0.6673,0.0000,819,2598,3.1722,left-to-right,jbowiktionary,wiktionary,jbo,Lojban,jbo.wiktionary.org,Lojban Wiktionary
664,5965.2500,0.1552,25930.1667,0.0928,0.0000,1101.2769,5.4167,0.1667,0.5833,0.0857,0.0000,0.0000,35.8333,0.0000,0.0326,0.0023,0.0651,0.1488,0.7270,0.0000,247,7633,30.9028,right-to-left,hewikinews,wikinews,he,Hebrew,he.wikinews.org,Hebrew Wikinews
665,11136.1667,0.5444,37802.6667,0.5829,0.0000,6074.2727,1.8333,0.0833,0.3333,0.0588,0.0000,0.0000,12.6667,0.0000,0.0329,0.0066,0.3289,0.0132,0.6857,0.0000,610,6311,10.3459,left-to-right,bswikisource,wikisource,bs,Bosnian,bs.wikisource.org,Bosnian Wikisource
666,5453.6667,0.0959,16375.3333,0.1039,0.0000,1189.8909,4.5833,0.1667,2.5000,0.1915,0.0833,0.0000,18.3333,0.0000,0.0500,0.0000,0.0500,0.1818,0.7066,0.0000,1640,3539,2.1579,left-to-right,sowiktionary,wiktionary,so,Somali,so.wiktionary.org,Somali Wiktionary
667,10785.5000,0.4584,26073.2500,0.4113,0.0000,7613.2941,1.4167,0.0833,0.2500,0.0000,0.0000,0.0000,7.2500,0.0000,0.1034,0.0000,0.2299,0.0805,0.6773,0.0000,296,4147,14.0101,left-to-right,mkwikibooks,wikibooks,mk,Macedonian,mk.wikibooks.org,Macedonian Wikibooks
668,9835.5833,0.7042,25113.2500,0.5530,0.0000,7376.6875,1.3333,0.0833,0.1667,0.2143,0.0000,0.0000,6.8333,0.0238,0.1585,0.0122,0.2683,0.0488,0.6065,0.0000,135,13869,102.7333,left-to-right,sawikiquote,wikiquote,sa,Sanskrit,sa.wikiquote.org,Sanskrit Wikiquote
669,4764.0833,0.1697,15431.3333,0.1162,0.0000,2485.6087,1.9167,0.1667,0.1667,0.0000,0.0000,0.0000,9.1667,0.0000,0.0000,0.0000,0.0091,0.0182,0.6727,0.0000,12151,5926,0.4877,left-to-right,nnwiktionary,wiktionary,nn,Norwegian Nynorsk,nn.wiktionary.org,Norwegian Nynorsk Wiktionary
670,4602.7500,0.1050,19521.2500,0.0694,0.0000,1726.0312,2.6667,0.1667,1.1667,0.0000,0.0000,0.0000,10.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.6764,0.0000,31324,37194,1.1874,left-to-right,fjwiktionary,wiktionary,fj,Fijian,fj.wiktionary.org,Fijian Wiktionary
671,4455.7500,0.1369,14352.3333,0.1560,0.0000,3341.8125,1.3333,0.1667,0.1667,0.1818,0.0833,0.0000,8.2500,0.0000,0.2727,0.0303,0.2323,0.0000,0.6136,0.0000,2574,10919,4.2420,left-to-right,wowiktionary,wiktionary,wo,Wolof,wo.wiktionary.org,Wolof Wiktionary
672,4437.7500,0.0994,14149.0000,0.1197,0.0000,2048.1923,2.1667,0.1667,0.7500,0.0500,0.0833,0.0000,10.0833,0.0000,0.0331,0.0000,0.0661,0.0000,0.6651,0.0000,2160,27671,12.8106,left-to-right,angwiktionary,wiktionary,ang,Old English,ang.wiktionary.org,Old English Wiktionary
673,8594.1667,0.0844,62266.3333,0.0532,0.0000,2398.3721,3.5833,0.0833,1.0833,0.0667,0.0000,0.0000,12.0000,0.0000,0.1597,0.0139,0.1250,0.0000,0.6456,0.0000,9472,33131,3.4978,left-to-right,cowiktionary,wiktionary,co,Corsican,co.wiktionary.org,Corsican Wiktionary
674,4282.0833,0.1698,15458.5000,0.1904,0.0000,2446.9048,1.7500,0.1667,0.3333,0.0588,0.0833,0.0000,20.1667,0.0000,0.4463,0.0000,0.4050,0.0000,0.7369,0.0000,2626,12382,4.7152,right-to-left,yiwikisource,wikisource,yi,Yiddish,yi.wikisource.org,Yiddish Wikisource
675,2847.8333,0.2682,11851.5833,0.1710,0.0000,1067.9375,2.6667,0.2500,0.5833,0.1250,0.0833,0.0000,17.3333,0.0048,0.0625,0.0144,0.0962,0.0192,0.6992,0.0000,502,3252,6.4781,right-to-left,urwikiquote,wikiquote,ur,Urdu,ur.wikiquote.org,Urdu Wikiquote
676,8040.6667,0.5654,16528.7500,0.4572,0.0000,5360.4444,1.5000,0.0833,0.2500,0.0000,0.0833,0.0000,10.0000,0.0000,0.1000,0.0000,0.1500,0.0583,0.6144,0.0000,30,765,25.5000,left-to-right,bswikibooks,wikibooks,bs,Bosnian,bs.wikibooks.org,Bosnian Wikibooks
677,7952.7500,0.0606,22765.8333,0.0747,0.0000,1223.5000,6.5000,0.0833,2.8333,0.0635,0.0000,0.0000,13.6667,0.0000,0.0305,0.0000,0.0305,0.0244,0.5667,0.0000,1060,2747,2.5915,left-to-right,miwiktionary,wiktionary,mi,Maori,mi.wiktionary.org,Maori Wiktionary
678,2631.5000,0.1288,12676.0000,0.0985,0.0000,986.8125,2.6667,0.2500,0.9167,0.0000,0.0000,0.0000,26.1667,0.0000,0.0032,0.0000,0.0064,0.0096,0.8386,0.0000,587,1850,3.1516,left-to-right,nawiktionary,wiktionary,na,Nauru,na.wiktionary.org,Nauru Wiktionary
679,3890.2500,0.5319,13494.2500,0.3252,0.0000,2121.9545,1.8333,0.1667,0.3333,0.1250,0.0000,0.0000,15.6667,0.0000,0.0957,0.0000,0.1064,0.0000,0.7003,0.0000,107,2522,23.5701,left-to-right,mlwikibooks,wikibooks,ml,Malayalam,ml.wikibooks.org,Malayalam Wikibooks
680,3607.8333,0.3877,10943.5833,0.2468,0.0000,1273.3529,2.8333,0.1667,1.0000,0.0833,0.0000,0.0000,21.5833,0.0077,0.0888,0.0425,0.1197,0.0347,0.7842,0.0000,229,1287,5.6201,left-to-right,uzwikiquote,wikiquote,uz,Uzbek,uz.wikiquote.org,Uzbek Wikiquote
681,2146.3333,0.1630,8610.6667,0.1211,0.0000,1515.0588,1.4167,0.2500,0.3333,0.0000,0.0833,0.0000,12.5000,0.0000,0.0267,0.0000,0.0400,0.0000,0.6733,0.0000,194,1378,7.1031,right-to-left,dvwiktionary,wiktionary,dv,Divehi,dv.wiktionary.org,Divehi Wiktionary
682,6264.0833,0.6669,19909.8333,0.6199,0.0000,4421.7059,1.4167,0.0833,0.2500,0.0714,0.0000,0.0000,13.3333,0.0000,0.4125,0.0125,0.0375,0.0063,0.7267,0.0000,225,2215,9.8444,right-to-left,urwikibooks,wikibooks,ur,Urdu,ur.wikibooks.org,Urdu Wikibooks
683,3102.7500,0.0570,8671.1667,0.0761,0.0000,1959.6316,1.5833,0.1667,0.2500,0.0000,0.0833,0.0000,16.4167,0.0000,0.0000,0.0000,0.0355,0.0000,0.6107,0.0000,98,838,8.5510,left-to-right,ocwikibooks,wikibooks,oc,Occitan,oc.wikibooks.org,Occitan Wikibooks
684,6110.5000,0.0633,17912.2500,0.1073,0.0000,2156.6471,2.8333,0.0833,0.8333,0.0370,0.0000,0.0000,9.5833,0.0000,0.0261,0.0000,0.0348,0.0522,0.6630,0.0000,367,1187,3.2343,left-to-right,cywikiquote,wikiquote,cy,Welsh,cy.wikiquote.org,Welsh Wikiquote
685,5535.8333,0.0623,13094.8333,0.1171,0.0000,3019.5455,1.8333,0.0833,0.1667,0.0000,0.0833,0.0000,8.9167,0.0000,0.0093,0.0093,0.0374,0.0000,0.5760,0.0000,120,1184,9.8667,left-to-right,iawikibooks,wikibooks,ia,Interlingua,ia.wikibooks.org,Interlingua Wikibooks
686,2558.9167,0.1416,8924.4167,0.1726,0.0000,1228.2800,2.0833,0.1667,0.5000,0.1111,0.0833,0.0000,31.1667,0.0000,0.7888,0.5321,0.0187,0.0160,0.8610,0.0000,35,1715,49.0000,left-to-right,afwikibooks,wikibooks,af,Afrikaans,af.wikibooks.org,Afrikaans Wikibooks
687,2517.5833,0.2073,10193.0000,0.1401,0.0000,2014.0667,1.2500,0.1667,0.1667,0.1250,0.0000,0.0000,12.1667,0.0000,0.6233,0.0274,0.0000,0.0205,0.7106,0.0000,4183,7332,1.7528,left-to-right,hsbwiktionary,wiktionary,hsb,Upper Sorbian,hsb.wiktionary.org,Upper Sorbian Wiktionary
688,2429.8333,0.2659,9627.2500,0.1811,0.0000,1534.6316,1.5833,0.1667,0.2500,0.1538,0.0000,0.0000,5.5000,0.0571,0.2727,0.0000,0.1515,0.0303,0.5173,0.0000,317,4844,15.2808,right-to-left,pswikivoyage,wikivoyage,ps,Pashto,ps.wikivoyage.org,Pashto Wikivoyage
689,2418.0833,0.2044,9827.6667,0.1358,0.0000,1527.2105,1.5833,0.1667,0.5833,0.0000,0.0000,0.0000,11.2500,0.0000,0.0815,0.0000,0.1778,0.0074,0.6627,0.0000,4642,9753,2.1010,left-to-right,tkwiktionary,wiktionary,tk,Turkmen,tk.wiktionary.org,Turkmen Wiktionary
690,4707.4167,0.1452,14546.0000,0.1383,0.0000,2353.7083,2.0000,0.0833,0.4167,0.0000,0.0000,0.0000,70.4167,0.0012,0.1018,0.0047,0.0746,0.0260,0.8890,0.0000,406,7134,17.5714,left-to-right,amwiktionary,wiktionary,am,Amharic,am.wiktionary.org,Amharic Wiktionary
691,1864.7500,0.1992,10709.8333,0.1251,0.0000,1316.2941,1.4167,0.1667,0.1667,0.0833,0.0833,0.0000,10.3333,0.0000,0.0887,0.0000,0.0726,0.0000,0.6166,0.0000,49,4382,89.4286,left-to-right,zh_min_nanwikisource,wikisource,zh-min-nan,Chinese (Min Nan),zh-min-nan.wikisource.org,Min Nan Wikisource
692,3555.5000,0.3148,17730.0833,0.1434,0.0000,1580.2222,2.2500,0.0833,0.9167,0.1304,0.0000,0.0000,6.8333,0.0000,0.0854,0.0122,0.0976,0.0122,0.6199,0.0000,1342,4555,3.3942,left-to-right,stwiktionary,wiktionary,st,Southern Sotho,st.wiktionary.org,Southern Sotho Wiktionary
693,3316.0000,0.1012,18718.2500,0.0751,0.0000,2210.6667,1.5000,0.0833,0.2500,0.0000,0.0833,0.0000,8.5000,0.0000,0.0098,0.0098,0.0098,0.0000,0.6410,0.0000,363,1608,4.4298,left-to-right,bswikinews,wikinews,bs,Bosnian,bs.wikinews.org,Bosnian Wikinews
694,3280.4167,0.2746,26921.1667,0.3838,0.0000,2071.8421,1.5833,0.0833,0.5000,0.0769,0.0000,0.0000,7.6667,0.0000,0.0217,0.0000,0.0217,0.0217,0.6801,0.0000,1536,8139,5.2988,right-to-left,ugwiktionary,wiktionary,ug,Uyghur,ug.wiktionary.org,Uyghur Wiktionary
695,3110.2500,0.1498,11091.3333,0.0947,0.0000,1777.2857,1.7500,0.0833,0.1667,0.0000,0.0000,0.0000,7.8333,0.0000,0.0106,0.0000,0.0851,0.0213,0.6571,0.0000,133,1668,12.5414,left-to-right,iswikiquote,wikiquote,is,Icelandic,is.wikiquote.org,Icelandic Wikiquote
696,2771.6667,0.1211,10689.2500,0.1043,0.0000,1750.5263,1.5833,0.0833,0.1667,0.1667,0.0833,0.0000,9.3333,0.0000,0.0357,0.0000,0.0000,0.0000,0.7187,0.0000,25545,53803,2.1062,right-to-left,pswiktionary,wiktionary,ps,Pashto,ps.wiktionary.org,Pashto Wiktionary
697,2658.5833,0.4549,7713.5000,0.3323,0.0000,2454.0769,1.0833,0.0833,0.1667,0.0000,0.0833,0.0000,5.1667,0.0000,0.0323,0.0000,0.0645,0.0000,0.5668,0.0000,64,414,6.4688,left-to-right,tgwikibooks,wikibooks,tg,Tajik,tg.wikibooks.org,Tajik Wikibooks
698,2589.5833,0.1070,14239.5833,0.0661,0.0000,1243.0000,2.0833,0.0833,1.3333,0.0000,0.0000,0.0000,12.0000,0.0000,0.3125,0.0278,0.4375,0.0208,0.7440,0.0000,259,1567,6.0502,left-to-right,iuwiktionary,wiktionary,iu,Inuktitut,iu.wiktionary.org,Inuktitut Wiktionary
699,1969.9167,0.0861,8154.6667,0.0775,0.0000,1390.5294,1.4167,0.0833,0.3333,0.0000,0.0833,0.0000,7.5000,0.0000,0.0222,0.0000,0.0556,0.0000,0.6286,0.0000,319,2606,8.1693,left-to-right,quwiktionary,wiktionary,qu,Quechua,qu.wiktionary.org,Quechua Wiktionary
700,1901.0000,0.1259,8228.1667,0.1140,0.0000,1629.4286,1.1667,0.0833,0.4167,0.0000,0.0833,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6619,0.0000,678,956,1.4100,left-to-right,lnwiktionary,wiktionary,ln,Lingala,ln.wiktionary.org,Lingala Wiktionary
701,1338.6667,0.0714,5281.0000,0.0599,0.0000,1460.3636,0.9167,0.0833,0.2500,0.0000,0.0000,0.0000,6.3333,0.0000,0.0000,0.0000,0.0263,0.0000,0.6086,0.0000,10,184,18.4000,left-to-right,wowikiquote,wikiquote,wo,Wolof,wo.wikiquote.org,Wolof Wikiquote
702,4259.4167,0.0744,12348.9167,0.1223,0.0000,2323.3182,1.8333,0.0000,0.7500,0.2222,0.0000,0.0000,6.5000,0.0000,0.0641,0.0000,0.0000,0.0128,0.6752,0.0000,362,1214,3.3536,left-to-right,tswiktionary,wiktionary,ts,Tsonga,ts.wiktionary.org,Tsonga Wiktionary
702,2292.3333,0.1892,14025.1667,0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3961,0,0.0000,left-to-right,niawiktionary,wiktionary,nia,Nias,nia.wiktionary.org,Nias Wiktionary
702,2580.2500,0.1268,9499.1667,0.0976,0.0000,1407.4091,1.8333,0.0000,0.1667,0.0526,0.0000,0.0000,8.0833,0.0000,0.0515,0.0000,0.0515,0.0206,0.6552,0.0000,48,1638,34.1250,left-to-right,brwikiquote,wikiquote,br,Breton,br.wikiquote.org,Breton Wikiquote
702,7247.9167,0.1191,24698.1667,0.1073,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1006,0,0.0000,left-to-right,niawiki,wikipedia,nia,Nias,nia.wikipedia.org,Nias Wikipedia
702,36442.5000,0.6425,86753.5833,0.5222,0.0000,23016.3158,1.5833,0.0000,0.2500,0.3077,0.0000,0.0000,12.5833,0.0000,0.4040,0.0132,0.4570,0.0464,0.7148,0.0000,3281,24107,7.3475,left-to-right,sqwikibooks,wikibooks,sq,Albanian,sq.wikibooks.org,Albanian Wikibooks
702,3263.5833,0.1222,15904.5000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10567,0,0.0000,left-to-right,mnwwiktionary,wiktionary,mnw,Mon,mnw.wiktionary.org,Mon Wiktionary
702,2958.3333,0.1001,13973.5000,0.0780,0.0000,1479.1667,2.0000,0.0000,0.8333,0.0000,0.0000,0.0000,6.7500,0.0000,0.0123,0.0000,0.0370,0.0000,0.6451,0.0000,4283,947,0.2211,left-to-right,smwiktionary,wiktionary,sm,Samoan,sm.wiktionary.org,Samoan Wiktionary
702,814.0833,0.3349,4887.5833,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2471,0,0.0000,left-to-right,mniwiktionary,wiktionary,mni,Manipuri,mni.wiktionary.org,Meetei Wiktionary
702,7436.3333,0.1963,32911.5833,0.3086,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10023,0,0.0000,left-to-right,mniwiki,wikipedia,mni,Manipuri,mni.wikipedia.org,Meitei Wikipedia
702,2047.6667,0.1694,13098.3333,0.0771,0.0000,1535.7500,1.3333,0.0000,0.5833,0.0000,0.0000,0.0000,8.8333,0.0000,0.0189,0.0000,0.0283,0.0094,0.6430,0.0000,293,1491,5.0887,left-to-right,sswiktionary,wiktionary,ss,Swati,ss.wiktionary.org,Swati Wiktionary
702,1820.0833,0.1477,12943.5833,0.0824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1476,0,0.0000,left-to-right,wawikisource,wikisource,wa,Walloon,wa.wikisource.org,Walloon Wikisource
702,4252.3333,0.2053,26596.7500,0.0626,0.0000,3644.8571,1.1667,0.0000,0.5000,0.0000,0.0000,0.0000,4.4167,0.0000,0.0189,0.0000,0.1132,0.0189,0.5896,0.0000,736,3119,4.2378,left-to-right,sqwikinews,wikinews,sq,Albanian,sq.wikinews.org,Albanian Wikinews
702,3605.0000,0.1575,13211.4167,0.1552,0.0000,1730.4000,2.0833,0.0000,0.2500,0.0000,0.0000,0.0000,12.8333,0.0000,0.0000,0.0000,0.0000,0.0130,0.7576,0.0000,673,2823,4.1947,right-to-left,yiwiktionary,wiktionary,yi,Yiddish,yi.wiktionary.org,Yiddish Wiktionary
702,7673.0000,0.0829,35691.2500,0.0517,0.0000,5754.7500,1.3333,0.0000,0.2500,0.0000,0.0000,0.0000,7.7500,0.0000,0.0108,0.0000,0.1183,0.0215,0.6425,0.0000,624,5318,8.5224,left-to-right,nowikinews,wikinews,no,Norwegian,no.wikinews.org,Norwegian Wikinews
702,3441.5000,0.2044,8720.9167,0.2250,0.0000,4588.6667,0.7500,0.0000,0.1667,0.0000,0.0000,0.0000,5.8333,0.0000,0.0571,0.0000,0.0857,0.0000,0.6163,0.0000,14,284,20.2857,left-to-right,mgwikibooks,wikibooks,mg,Malagasy,mg.wikibooks.org,Malagasy Wikibooks
702,6291.3333,0.0919,20964.6667,0.0746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1514,0,0.0000,left-to-right,bclwiktionary,wiktionary,bcl,Central Bikol,bcl.wiktionary.org,Central Bikol Wiktionary
702,1621.5833,0.1380,5325.3333,0.1593,0.0000,1769.0000,0.9167,0.0000,0.1667,0.0000,0.0000,0.0000,5.2500,0.0000,0.0000,0.0000,0.0317,0.0000,0.6772,0.0000,66,667,10.1061,left-to-right,pawikibooks,wikibooks,pa,Punjabi,pa.wikibooks.org,Punjabi Wikibooks
702,1196.4167,0.2009,5684.5000,0.1761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3601,0,0.0000,left-to-right,banwikisource,wikisource,ban,Balinese,ban.wikisource.org,Balinese Wikisource
702,1650.0000,0.4784,13181.4167,0.1329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50967,0,0.0000,right-to-left,skrwiktionary,wiktionary,skr,Saraiki,skr.wiktionary.org,Saraiki Wiktionary
702,6109.0000,0.2555,21755.0833,0.2122,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3863,0,0.0000,right-to-left,skrwiki,wikipedia,skr,Saraiki,skr.wikipedia.org,Saraiki Wikipedia
702,2644.4167,0.1890,11275.3333,0.1341,0.0000,1133.3214,2.3333,0.0000,1.0000,0.0455,0.0000,0.0000,6.8333,0.0000,0.0732,0.0122,0.0976,0.0122,0.6405,0.0000,1016,2250,2.2146,left-to-right,aywiktionary,wiktionary,ay,Aymara,ay.wiktionary.org,Aymara Wiktionary
702,409.4167,0.2616,1733.2500,0.1495,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,192,0,0.0000,left-to-right,pwnwiki,wikipedia,pwn,Paiwan,pwn.wikipedia.org,Paiwan Wikipedia
702,178.3333,0.2178,1471.4167,0.0678,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,817,0,0.0000,left-to-right,amiwiki,wikipedia,ami,Amis,ami.wikipedia.org,Amis Wikipedia
702,5217.0833,0.1658,27009.4167,0.0708,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1013,0,0.0000,left-to-right,altwiki,wikipedia,alt,Southern Altai,alt.wikipedia.org,Altai Wikipedia
702,1473.1667,0.2119,8942.3333,0.1206,0.0000,1178.5333,1.2500,0.0000,0.1667,0.1111,0.0000,0.0000,5.6667,0.0000,0.0882,0.0000,0.1471,0.0147,0.6147,0.0000,1276,3245,2.5431,left-to-right,roa_rupwiktionary,wiktionary,roa-rup,Aromanian,roa-rup.wiktionary.org,Aromanian Wiktionary
702,4090.4167,0.1232,19528.3333,0.0779,0.0000,2337.3810,1.7500,0.0000,0.9167,0.0625,0.0000,0.0000,5.8333,0.0000,0.0143,0.0000,0.0000,0.0143,0.6536,0.0000,367,2680,7.3025,left-to-right,rwwiktionary,wiktionary,rw,Kinyarwanda,rw.wiktionary.org,Kinyarwanda Wiktionary
702,3579.1667,0.1989,17649.0000,0.1346,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1103,0,0.0000,left-to-right,shiwiki,wikipedia,shi,Tachelhit,shi.wikipedia.org,Tachelhit Wikipedia
702,29243.2500,0.1937,134191.7500,0.0817,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3918,0,0.0000,left-to-right,smnwiki,wikipedia,smn,Inari Sami,smn.wikipedia.org,Inari Sami Wikipedia
702,9725.0000,0.3643,30396.2500,0.1888,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,821,0,0.0000,left-to-right,madwiki,wikipedia,mad,Madurese,mad.wikipedia.org,Madurese Wikipedia
702,2904.2500,0.1069,11601.3333,0.1330,0.0000,3168.2727,0.9167,0.0000,0.2500,0.0000,0.0000,0.0000,8.1667,0.0000,0.0612,0.0000,0.4490,0.0612,0.6276,0.0000,1557,9787,6.2858,left-to-right,csbwiktionary,wiktionary,csb,Kashubian,csb.wiktionary.org,Kashubian Wiktionary
702,14538.0833,0.7593,28534.5833,0.6391,0.0000,10262.1765,1.4167,0.0000,0.2500,0.0000,0.0000,0.0000,8.1667,0.0101,0.1633,0.0204,0.1939,0.0612,0.6625,0.0000,1747,5198,2.9754,left-to-right,gnwiktionary,wiktionary,gn,Guarani,gn.wiktionary.org,Guarani Wiktionary
